,name,wins,ties,total_games,winrate
"9H, 6S, 3H",9-top,0,0,7319,0.0
"9H, 6C, 3C",9-top,0,0,7238,0.0
"6H, 9D, 3S",9-top,0,0,7107,0.0
"6S, 9S, 3D",9-top,0,0,7263,0.0
"9H, 6S, 3D",9-top,0,0,7303,0.0
"6C, 9D, 3C",9-top,0,0,7125,0.0
"3H, 9C, 6D",9-top,0,0,7290,0.0
"6S, 9D, 3H",9-top,0,0,7191,0.0
"6H, 9D, 3D",9-top,0,0,7312,0.0
"6S, 9D, 3C",9-top,0,0,7108,0.0
"6C, 9D, 3H",9-top,0,0,7273,0.0
"6H, 9C, 3H",9-top,0,0,7218,0.0
"6H, 9C, 3C",9-top,0,0,7206,0.0
"6D, 9D, 3C",9-top,0,0,7220,0.0
"6H, 9S, 3H",9-top,0,0,7361,0.0
"9H, 6S, 3C",9-top,0,0,7041,0.0
"6S, 9S, 3C",9-top,0,0,7414,0.0
"9H, 6C, 3H",9-top,0,0,7208,0.0
"6C, 9S, 3H",9-top,0,0,7078,0.0
"6S, 9C, 3D",9-top,0,0,7254,0.0
"6D, 9S, 3H",9-top,0,0,7232,0.0
"9H, 6D, 3H",9-top,0,0,7195,0.0
"6S, 9C, 3H",9-top,0,0,7171,0.0
"6D, 9D, 3H",9-top,0,0,7194,0.0
"6D, 9S, 3D",9-top,0,0,7298,0.0
"9H, 6S, 3S",9-top,0,0,7325,0.0
"9H, 6D, 3D",9-top,0,0,7290,0.0
"6C, 9C, 3H",9-top,0,0,7187,0.0
"6S, 9C, 3C",9-top,0,0,7382,0.0
"6H, 9D, 3H",9-top,0,0,7178,0.0
"6C, 9D, 3D",9-top,0,0,7163,0.0
"6S, 9D, 3S",9-top,0,0,7397,0.0
"9C, 6D, 3S",9-top,0,0,7337,0.0
"6H, 9D, 3C",9-top,0,0,7256,0.0
"6H, 9C, 2D",9-top,0,0,7197,0.0
"6C, 9D, 2D",9-top,0,0,7357,0.0
"6S, 9C, 2C",9-top,0,0,7254,0.0
"6S, 2S, 9D",9-top,0,0,7364,0.0
"2S, 9C, 6D",9-top,0,0,7278,0.0
"6S, 9D, 2D",9-top,0,0,7341,0.0
"9C, 2D, 6D",9-top,0,0,7278,0.0
"9H, 6S, 2S",9-top,0,0,7230,0.0
"9H, 6D, 2C",9-top,0,0,7274,0.0
"6D, 2C, 9S",9-top,0,0,7222,0.0
"6C, 2C, 9S",9-top,0,0,7301,0.0
"2S, 6H, 9D",9-top,0,0,7119,0.0
"9H, 2C, 6C",9-top,0,0,7211,0.0
"6C, 9C, 2H",9-top,0,0,7396,0.0
"6H, 9S, 2H",9-top,0,0,7190,0.0
"6C, 9S, 2H",9-top,0,0,7263,0.0
"9H, 6C, 2H",9-top,0,0,7295,0.0
"6H, 9C, 2H",9-top,0,0,7157,0.0
"6H, 2C, 9S",9-top,0,0,7181,0.0
"6C, 2S, 9D",9-top,0,0,7272,0.0
"9H, 6H, 2C",9-top,0,0,7198,0.0
"6S, 2D, 9S",9-top,0,0,7291,0.0
"6D, 9D, 2H",9-top,0,0,7278,0.0
"6S, 9C, 2H",9-top,0,0,7209,0.0
"6H, 9D, 2D",9-top,0,0,7139,0.0
"6H, 9C, 2C",9-top,0,0,7318,0.0
"6C, 9C, 2D",9-top,0,0,7340,0.0
"6S, 9C, 2S",9-top,0,0,7292,0.0
"6S, 9C, 2D",9-top,0,0,7075,0.0
"2S, 6D, 9D",9-top,0,0,7291,0.0
"6D, 9S, 2H",9-top,0,0,7135,0.0
"9C, 2C, 6D",9-top,0,0,7119,0.0
"9H, 6D, 2H",9-top,0,0,7081,0.0
"9H, 6S, 2C",9-top,0,0,7225,0.0
"6S, 2C, 9S",9-top,0,0,7241,0.0
"9H, 6D, 2S",9-top,0,0,7394,0.0
"2S, 6D, 9S",9-top,0,0,7115,0.0
"9H, 2S, 6C",9-top,0,0,7225,0.0
"6C, 2D, 9S",9-top,0,0,7124,0.0
"9H, 6C, 2D",9-top,0,0,7376,0.0
"6C, 2S, 9S",9-top,0,0,7367,0.0
"6C, 9C, 2S",9-top,0,0,7309,0.0
"6H, 9D, 2H",9-top,0,0,7069,0.0
"6C, 2C, 9D",9-top,0,0,7164,0.0
"6S, 9S, 2H",9-top,0,0,7205,0.0
"9H, 6S, 2H",9-top,0,0,7187,0.0
"6S, 2C, 9D",9-top,0,0,7142,0.0
"6D, 2D, 9S",9-top,0,0,7274,0.0
"9H, 6D, 2D",9-top,0,0,7274,0.0
"6H, 9D, 2C",9-top,0,0,7190,0.0
"2S, 6H, 9C",9-top,0,0,7147,0.0
"6C, 9D, 2H",9-top,0,0,7155,0.0
"9H, 6H, 2D",9-top,0,0,7289,0.0
"9H, 6H, 2S",9-top,0,0,7240,0.0
"6H, 2D, 9S",9-top,0,0,7234,0.0
"2S, 6H, 9S",9-top,0,0,7216,0.0
"2C, 6D, 9D",9-top,0,0,7298,0.0
"9H, 6S, 2D",9-top,0,0,7361,0.0
"9C, 6D, 2H",9-top,0,0,7387,0.0
"6S, 9D, 2H",9-top,0,0,7363,0.0
"9C, 4C, 5D",9-top,0,0,7344,0.0
"5S, 9C, 4H",9-top,0,0,7273,0.0
"9H, 5H, 4S",9-top,0,0,7104,0.0
"5H, 9S, 4S",9-top,0,0,7291,0.0
"5S, 9C, 4C",9-top,0,0,7278,0.0
"9C, 4H, 5D",9-top,0,0,7193,0.0
"5H, 9C, 4H",9-top,0,0,7214,0.0
"5H, 9C, 4C",9-top,0,0,7140,0.0
"9C, 5C, 4H",9-top,0,0,7151,0.0
"9H, 5S, 4S",9-top,0,0,7368,0.0
"5H, 4D, 9S",9-top,0,0,7352,0.0
"5S, 4D, 9S",9-top,0,0,7181,0.0
"9H, 5H, 4D",9-top,0,0,7258,0.0
"5D, 4D, 9S",9-top,0,0,7193,0.0
"9H, 5D, 4D",9-top,0,0,7253,0.0
"9H, 5S, 4D",9-top,0,0,7171,0.0
"9D, 5C, 4D",9-top,0,0,7285,0.0
"9C, 4D, 5D",9-top,0,0,7207,0.0
"9C, 5C, 4S",9-top,0,0,7284,0.0
"5S, 9D, 4D",9-top,0,0,7250,0.0
"5D, 9D, 4C",9-top,0,0,7267,0.0
"5H, 9D, 4H",9-top,0,0,7256,0.0
"5S, 9D, 4H",9-top,0,0,7165,0.0
"9C, 5D, 4S",9-top,0,0,7140,0.0
"9H, 4C, 5C",9-top,0,0,7359,0.0
"4C, 5C, 9S",9-top,0,0,7176,0.0
"5C, 9S, 4H",9-top,0,0,7133,0.0
"9H, 5C, 4H",9-top,0,0,7265,0.0
"5S, 9C, 4D",9-top,0,0,7217,0.0
"9H, 5H, 4C",9-top,0,0,7341,0.0
"5D, 9S, 4H",9-top,0,0,7192,0.0
"9H, 5D, 4H",9-top,0,0,7129,0.0
"5S, 9S, 4C",9-top,0,0,7209,0.0
"5H, 4C, 9S",9-top,0,0,7186,0.0
"5H, 9D, 4S",9-top,0,0,7280,0.0
"5S, 9D, 4S",9-top,0,0,7134,0.0
"9C, 5C, 4D",9-top,0,0,7223,0.0
"5H, 9C, 4D",9-top,0,0,7193,0.0
"9H, 5S, 4C",9-top,0,0,7271,0.0
"5C, 9S, 4S",9-top,0,0,7183,0.0
"5S, 9D, 4C",9-top,0,0,7279,0.0
"5D, 9D, 4H",9-top,0,0,7230,0.0
"9D, 5C, 4S",9-top,0,0,7333,0.0
"5H, 4C, 9D",9-top,0,0,7318,0.0
"9D, 5C, 4H",9-top,0,0,7248,0.0
"4C, 9D, 5C",9-top,0,0,7165,0.0
"5C, 9S, 4D",9-top,0,0,7114,0.0
"9H, 5C, 4D",9-top,0,0,7142,0.0
"5D, 9S, 4S",9-top,0,0,7208,0.0
"9H, 5D, 4S",9-top,0,0,7122,0.0
"5D, 9D, 4S",9-top,0,0,7176,0.0
"5S, 9S, 4H",9-top,0,0,7242,0.0
"5D, 9S, 4C",9-top,0,0,7362,0.0
"9H, 5S, 4H",9-top,0,0,7325,0.0
"5H, 9S, 4H",9-top,0,0,7250,0.0
"9H, 5D, 4C",9-top,0,0,7194,0.0
"5H, 9D, 4D",9-top,0,0,7225,0.0
"5S, 9C, 4S",9-top,0,0,7304,0.0
"9H, 5C, 4S",9-top,0,0,7270,0.0
"5H, 9C, 4S",9-top,0,0,7492,0.0
"9C, 3D, 5D",9-top,0,0,7248,0.0
"9D, 5C, 3S",9-top,0,0,7195,0.0
"5D, 9S, 3C",9-top,0,0,7330,0.0
"9H, 5D, 3C",9-top,0,0,7203,0.0
"5D, 9D, 3S",9-top,0,0,7226,0.0
"5S, 9D, 3S",9-top,0,0,7133,0.0
"5H, 9D, 3S",9-top,0,0,7176,0.0
"5H, 9D, 3D",9-top,0,0,7093,0.0
"5S, 9D, 3D",9-top,0,0,7340,0.0
"9D, 5C, 3C",9-top,0,0,7183,0.0
"5H, 9C, 3H",9-top,0,0,7318,0.0
"5S, 9C, 3H",9-top,0,0,7343,0.0
"5S, 9D, 3C",9-top,0,0,7270,0.0
"5H, 9D, 3C",9-top,0,0,7105,0.0
"5D, 9S, 3S",9-top,0,0,7246,0.0
"5C, 9S, 3S",9-top,0,0,7075,0.0
"5H, 9S, 3C",9-top,0,0,7356,0.0
"9H, 5H, 3C",9-top,0,0,7130,0.0
"5D, 9S, 3D",9-top,0,0,7502,0.0
"9H, 5D, 3D",9-top,0,0,7214,0.0
"5S, 9S, 3C",9-top,0,0,7239,0.0
"9H, 5S, 3C",9-top,0,0,7255,0.0
"5H, 9S, 3H",9-top,0,0,7254,0.0
"5S, 9S, 3H",9-top,0,0,7293,0.0
"5C, 9S, 3C",9-top,0,0,7066,0.0
"5D, 9S, 3H",9-top,0,0,7184,0.0
"9H, 5D, 3H",9-top,0,0,7222,0.0
"9H, 5S, 3H",9-top,0,0,7187,0.0
"9C, 5C, 3S",9-top,0,0,7386,0.0
"9H, 5C, 3C",9-top,0,0,7252,0.0
"5C, 9S, 3H",9-top,0,0,7374,0.0
"9H, 5C, 3H",9-top,0,0,7290,0.0
"9C, 3S, 5D",9-top,0,0,7158,0.0
"9D, 5C, 3D",9-top,0,0,7346,0.0
"5C, 9S, 3D",9-top,0,0,7093,0.0
"5D, 9D, 3C",9-top,0,0,7175,0.0
"9H, 5C, 3D",9-top,0,0,7237,0.0
"9D, 5C, 3H",9-top,0,0,7147,0.0
"5D, 9D, 3H",9-top,0,0,7128,0.0
"5S, 9D, 3H",9-top,0,0,7249,0.0
"5H, 9D, 3H",9-top,0,0,7312,0.0
"5H, 9C, 3S",9-top,0,0,7206,0.0
"5S, 9C, 3S",9-top,0,0,7190,0.0
"5S, 9C, 3D",9-top,0,0,7187,0.0
"5H, 9C, 3D",9-top,0,0,7348,0.0
"5H, 9S, 3D",9-top,0,0,7163,0.0
"5S, 9S, 3D",9-top,0,0,7125,0.0
"9H, 5H, 3D",9-top,0,0,7291,0.0
"9H, 5D, 3S",9-top,0,0,7281,0.0
"9H, 5S, 3D",9-top,0,0,7189,0.0
"9C, 5C, 3D",9-top,0,0,7328,0.0
"5S, 9C, 3C",9-top,0,0,7170,0.0
"5H, 9C, 3C",9-top,0,0,7253,0.0
"5H, 9S, 3S",9-top,0,0,7244,0.0
"9C, 3C, 5D",9-top,0,0,7208,0.0
"9H, 5H, 3S",9-top,0,0,7187,0.0
"9C, 5C, 3H",9-top,0,0,7227,0.0
"9H, 5S, 3S",9-top,0,0,7225,0.0
"9C, 3H, 5D",9-top,0,0,7281,0.0
"9H, 5C, 3S",9-top,0,0,7302,0.0
"2D, 9D, 5C",9-top,0,0,7193,0.0
"5H, 2C, 9D",9-top,0,0,7289,0.0
"2C, 5S, 9D",9-top,0,0,7173,0.0
"5D, 9D, 2H",9-top,0,0,7194,0.0
"5H, 9C, 2S",9-top,0,0,7288,0.0
"5S, 9C, 2S",9-top,0,0,7119,0.0
"5D, 9S, 2H",9-top,0,0,7170,0.0
"9H, 5S, 2D",9-top,0,0,7280,0.0
"9H, 5H, 2S",9-top,0,0,7175,0.0
"9H, 5D, 2H",9-top,0,0,7209,0.0
"5H, 2S, 9S",9-top,0,0,7196,0.0
"2S, 9C, 5C",9-top,0,0,7272,0.0
"5H, 2D, 9S",9-top,0,0,7189,0.0
"5S, 2D, 9S",9-top,0,0,7226,0.0
"9H, 5H, 2D",9-top,0,0,7436,0.0
"9H, 5S, 2S",9-top,0,0,7266,0.0
"2C, 5C, 9S",9-top,0,0,7374,0.0
"9H, 2C, 5C",9-top,0,0,7339,0.0
"9D, 5C, 2H",9-top,0,0,7402,0.0
"5D, 2C, 9S",9-top,0,0,7212,0.0
"9H, 5D, 2C",9-top,0,0,7098,0.0
"5S, 9C, 2D",9-top,0,0,7134,0.0
"5H, 9C, 2D",9-top,0,0,7284,0.0
"5H, 9D, 2H",9-top,0,0,7246,0.0
"9C, 2D, 5D",9-top,0,0,7127,0.0
"2S, 9C, 5D",9-top,0,0,7214,0.0
"5S, 9D, 2H",9-top,0,0,7174,0.0
"2C, 5D, 9D",9-top,0,0,7200,0.0
"9C, 5C, 2D",9-top,0,0,7257,0.0
"2C, 9D, 5C",9-top,0,0,7239,0.0
"2H, 9C, 5D",9-top,0,0,7235,0.0
"2S, 5S, 9D",9-top,0,0,7306,0.0
"5H, 2S, 9D",9-top,0,0,7328,0.0
"5C, 9S, 2H",9-top,0,0,7327,0.0
"5H, 2C, 9S",9-top,0,0,7253,0.0
"5S, 2C, 9S",9-top,0,0,7230,0.0
"9H, 5S, 2C",9-top,0,0,7243,0.0
"9H, 5H, 2C",9-top,0,0,7217,0.0
"9C, 5C, 2H",9-top,0,0,7225,0.0
"2S, 5D, 9S",9-top,0,0,7336,0.0
"5S, 9D, 2D",9-top,0,0,7324,0.0
"5H, 9D, 2D",9-top,0,0,7313,0.0
"9H, 5D, 2S",9-top,0,0,7314,0.0
"5S, 9C, 2C",9-top,0,0,7104,0.0
"5H, 9C, 2C",9-top,0,0,7223,0.0
"9C, 2C, 5D",9-top,0,0,7217,0.0
"2S, 9D, 5C",9-top,0,0,7131,0.0
"9H, 5C, 2D",9-top,0,0,7208,0.0
"2S, 5C, 9S",9-top,0,0,7450,0.0
"2D, 5C, 9S",9-top,0,0,7228,0.0
"9H, 2S, 5C",9-top,0,0,7244,0.0
"9H, 5D, 2D",9-top,0,0,7257,0.0
"5D, 2D, 9S",9-top,0,0,7292,0.0
"5S, 9S, 2H",9-top,0,0,7293,0.0
"9H, 5S, 2H",9-top,0,0,7197,0.0
"5H, 9S, 2H",9-top,0,0,7311,0.0
"5S, 9C, 2H",9-top,0,0,7175,0.0
"2S, 5D, 9D",9-top,0,0,7434,0.0
"9H, 5C, 2H",9-top,0,0,7207,0.0
"5H, 9C, 2H",9-top,0,0,7245,0.0
"9H, 3C, 4S",9-top,0,0,7291,0.0
"9D, 4H, 3S",9-top,0,0,7118,0.0
"9S, 3C, 4S",9-top,0,0,7287,0.0
"4C, 9D, 3S",9-top,0,0,7219,0.0
"9H, 4D, 3D",9-top,0,0,7222,0.0
"9D, 3C, 4S",9-top,0,0,7161,0.0
"4D, 9S, 3D",9-top,0,0,7344,0.0
"9D, 4D, 3H",9-top,0,0,7333,0.0
"9C, 4D, 3C",9-top,0,0,7232,0.0
"9C, 3D, 4C",9-top,0,0,7101,0.0
"9C, 3H, 4S",9-top,0,0,7305,0.0
"9H, 3H, 4S",9-top,0,0,7375,0.0
"9C, 3H, 4C",9-top,0,0,7264,0.0
"9S, 3H, 4S",9-top,0,0,7258,0.0
"4C, 9D, 3C",9-top,0,0,7176,0.0
"9H, 4C, 3S",9-top,0,0,7334,0.0
"4C, 9S, 3S",9-top,0,0,7272,0.0
"9H, 4H, 3S",9-top,0,0,7269,0.0
"9S, 4H, 3S",9-top,0,0,7268,0.0
"3D, 9S, 4H",9-top,0,0,7211,0.0
"9H, 4H, 3D",9-top,0,0,7218,0.0
"9C, 4H, 3D",9-top,0,0,7113,0.0
"9H, 4H, 3C",9-top,0,0,7107,0.0
"9C, 4D, 3D",9-top,0,0,7111,0.0
"9C, 4H, 3S",9-top,0,0,7231,0.0
"9S, 4H, 3C",9-top,0,0,7118,0.0
"9C, 4D, 3H",9-top,0,0,7241,0.0
"9D, 4H, 3C",9-top,0,0,7182,0.0
"4C, 9D, 3D",9-top,0,0,7198,0.0
"9H, 4D, 3S",9-top,0,0,7195,0.0
"9D, 3H, 4S",9-top,0,0,7159,0.0
"4D, 9S, 3S",9-top,0,0,7199,0.0
"9D, 4H, 3H",9-top,0,0,7333,0.0
"9D, 3D, 4S",9-top,0,0,7222,0.0
"4C, 9D, 3H",9-top,0,0,7253,0.0
"9H, 4D, 3H",9-top,0,0,7377,0.0
"9C, 3D, 4S",9-top,0,0,7333,0.0
"9D, 4D, 3S",9-top,0,0,7180,0.0
"9C, 3S, 4S",9-top,0,0,7224,0.0
"4D, 9S, 3C",9-top,0,0,7107,0.0
"4C, 9S, 3C",9-top,0,0,7201,0.0
"9H, 4C, 3C",9-top,0,0,7222,0.0
"9H, 3S, 4S",9-top,0,0,7300,0.0
"9C, 3C, 4S",9-top,0,0,7259,0.0
"9C, 3S, 4C",9-top,0,0,7221,0.0
"4C, 9S, 3H",9-top,0,0,7242,0.0
"9H, 4C, 3H",9-top,0,0,7263,0.0
"9H, 3D, 4S",9-top,0,0,7249,0.0
"3H, 9S, 4H",9-top,0,0,7189,0.0
"9D, 4D, 3C",9-top,0,0,7122,0.0
"9S, 3D, 4S",9-top,0,0,7233,0.0
"4C, 9S, 3D",9-top,0,0,7204,0.0
"9H, 4C, 3D",9-top,0,0,7339,0.0
"9C, 4H, 3C",9-top,0,0,7154,0.0
"9C, 4H, 3H",9-top,0,0,7258,0.0
"9H, 4D, 3C",9-top,0,0,7233,0.0
"9C, 4D, 3S",9-top,0,0,7145,0.0
"9D, 4H, 3D",9-top,0,0,7142,0.0
"4D, 9S, 3H",9-top,0,0,7175,0.0
"9D, 3S, 4S",9-top,0,0,7190,0.0
"9H, 4C, 2H",9-top,0,0,7243,0.0
"4C, 9S, 2H",9-top,0,0,7179,0.0
"9C, 2C, 4H",9-top,0,0,7115,0.0
"4C, 9D, 2H",9-top,0,0,7265,0.0
"2D, 9D, 4H",9-top,0,0,7352,0.0
"9H, 4C, 2S",9-top,0,0,7379,0.0
"2S, 4C, 9S",9-top,0,0,7214,0.0
"9C, 4D, 2H",9-top,0,0,7245,0.0
"9D, 2H, 4S",9-top,0,0,7412,0.0
"9H, 2C, 4H",9-top,0,0,7268,0.0
"2C, 9S, 4H",9-top,0,0,7230,0.0
"9C, 4H, 2H",9-top,0,0,7211,0.0
"9S, 4H, 2H",9-top,0,0,7050,0.0
"2C, 9D, 4S",9-top,0,0,7229,0.0
"2S, 9D, 4H",9-top,0,0,7342,0.0
"2S, 9C, 4S",9-top,0,0,7226,0.0
"9C, 2C, 4D",9-top,0,0,7115,0.0
"2S, 9D, 4D",9-top,0,0,7210,0.0
"2D, 4D, 9S",9-top,0,0,7288,0.0
"2S, 4D, 9S",9-top,0,0,7304,0.0
"9H, 2S, 4D",9-top,0,0,7293,0.0
"9H, 2D, 4D",9-top,0,0,7095,0.0
"2C, 4C, 9D",9-top,0,0,7328,0.0
"2S, 9C, 4C",9-top,0,0,7163,0.0
"9C, 2D, 4C",9-top,0,0,7178,0.0
"2D, 9S, 4S",9-top,0,0,7317,0.0
"9H, 2S, 4S",9-top,0,0,7189,0.0
"9C, 2D, 4H",9-top,0,0,7250,0.0
"9H, 2D, 4S",9-top,0,0,7075,0.0
"9C, 2D, 4S",9-top,0,0,7278,0.0
"9H, 4C, 2C",9-top,0,0,7302,0.0
"4C, 2C, 9S",9-top,0,0,7293,0.0
"9H, 4D, 2H",9-top,0,0,7246,0.0
"4D, 9S, 2H",9-top,0,0,7276,0.0
"2S, 9S, 4H",9-top,0,0,7428,0.0
"9H, 2D, 4H",9-top,0,0,7440,0.0
"2D, 9S, 4H",9-top,0,0,7279,0.0
"9H, 2S, 4H",9-top,0,0,7221,0.0
"2S, 9C, 4H",9-top,0,0,7273,0.0
"2S, 9D, 4S",9-top,0,0,7315,0.0
"2C, 9D, 4H",9-top,0,0,7177,0.0
"9H, 2H, 4S",9-top,0,0,7097,0.0
"9S, 2H, 4S",9-top,0,0,7172,0.0
"2H, 9C, 4C",9-top,0,0,7331,0.0
"2S, 9C, 4D",9-top,0,0,7220,0.0
"2C, 4D, 9S",9-top,0,0,7360,0.0
"9H, 2C, 4D",9-top,0,0,7334,0.0
"9D, 4D, 2H",9-top,0,0,7226,0.0
"2S, 4C, 9D",9-top,0,0,7286,0.0
"4C, 9D, 2D",9-top,0,0,7113,0.0
"9C, 2H, 4S",9-top,0,0,7288,0.0
"9H, 2C, 4S",9-top,0,0,7279,0.0
"2C, 9S, 4S",9-top,0,0,7248,0.0
"9D, 4H, 2H",9-top,0,0,7181,0.0
"9D, 2D, 4S",9-top,0,0,7251,0.0
"9C, 2C, 4S",9-top,0,0,7198,0.0
"4C, 2D, 9S",9-top,0,0,7302,0.0
"9C, 2D, 4D",9-top,0,0,7193,0.0
"9H, 4C, 2D",9-top,0,0,7138,0.0
"2C, 9D, 4D",9-top,0,0,7340,0.0
"9D, 3D, 2H",9-top,0,0,7288,0.0
"9H, 2D, 3H",9-top,0,0,7304,0.0
"2D, 9S, 3H",9-top,0,0,7358,0.0
"9C, 2C, 3D",9-top,0,0,7225,0.0
"2S, 9S, 3H",9-top,0,0,7174,0.0
"2S, 9D, 3D",9-top,0,0,7398,0.0
"9H, 2S, 3H",9-top,0,0,7312,0.0
"9H, 2D, 3C",9-top,0,0,7339,0.0
"2D, 9S, 3C",9-top,0,0,7188,0.0
"9C, 2C, 3S",9-top,0,0,7220,0.0
"2S, 9D, 3S",9-top,0,0,7197,0.0
"9H, 2C, 3D",9-top,0,0,7341,0.0
"9D, 2D, 3C",9-top,0,0,7218,0.0
"2S, 9D, 3C",9-top,0,0,7177,0.0
"9C, 2D, 3H",9-top,0,0,7248,0.0
"2C, 9D, 3H",9-top,0,0,7069,0.0
"9S, 3D, 2H",9-top,0,0,7245,0.0
"9H, 3D, 2H",9-top,0,0,7190,0.0
"2C, 9S, 3S",9-top,0,0,7237,0.0
"2H, 9C, 3C",9-top,0,0,7237,0.0
"9H, 3S, 2H",9-top,0,0,7222,0.0
"9S, 3S, 2H",9-top,0,0,7330,0.0
"9D, 2D, 3S",9-top,0,0,7171,0.0
"9C, 3S, 2H",9-top,0,0,7252,0.0
"9C, 3D, 2H",9-top,0,0,7193,0.0
"9H, 2C, 3H",9-top,0,0,7312,0.0
"2C, 9S, 3H",9-top,0,0,7207,0.0
"2S, 9C, 3D",9-top,0,0,7179,0.0
"9D, 3H, 2H",9-top,0,0,7334,0.0
"2C, 9S, 3D",9-top,0,0,7178,0.0
"9H, 2C, 3C",9-top,0,0,7334,0.0
"2C, 9S, 3C",9-top,0,0,7245,0.0
"2S, 9C, 3S",9-top,0,0,7065,0.0
"2D, 9S, 3S",9-top,0,0,7063,0.0
"9H, 2S, 3S",9-top,0,0,7364,0.0
"9C, 2D, 3C",9-top,0,0,7072,0.0
"9H, 2D, 3S",9-top,0,0,7243,0.0
"2S, 9C, 3C",9-top,0,0,7228,0.0
"9H, 2H, 3C",9-top,0,0,7170,0.0
"2C, 9D, 3C",9-top,0,0,7281,0.0
"2D, 9S, 3D",9-top,0,0,7215,0.0
"9C, 2C, 3H",9-top,0,0,7101,0.0
"2S, 9S, 3D",9-top,0,0,7128,0.0
"9H, 2S, 3D",9-top,0,0,7263,0.0
"2S, 9D, 3H",9-top,0,0,7285,0.0
"9C, 2D, 3D",9-top,0,0,7254,0.0
"9H, 2D, 3D",9-top,0,0,7223,0.0
"2C, 9D, 3D",9-top,0,0,7173,0.0
"9C, 2D, 3S",9-top,0,0,7472,0.0
"2C, 9D, 3S",9-top,0,0,7203,0.0
"9S, 3H, 2H",9-top,0,0,7267,0.0
"9D, 2D, 3H",9-top,0,0,7195,0.0
"9C, 3H, 2H",9-top,0,0,7351,0.0
"2S, 9S, 3C",9-top,0,0,7265,0.0
"9H, 2S, 3C",9-top,0,0,7307,0.0
"2H, 9D, 3C",9-top,0,0,7273,0.0
"9H, 2C, 3S",9-top,0,0,7392,0.0
"2H, 9S, 3C",9-top,0,0,7265,0.0
"9D, 3S, 2H",9-top,0,0,7186,0.0
"2S, 9C, 3H",9-top,0,0,7097,0.0
"8D, 5C, 7H",8-top,0,0,7291,0.0
"8H, 5C, 7C",8-top,0,0,7273,0.0
"8H, 5S, 7H",8-top,0,0,7215,0.0
"8H, 7D, 5C",8-top,0,0,7335,0.0
"8H, 7D, 5D",8-top,0,0,7252,0.0
"8H, 5C, 7H",8-top,0,0,7290,0.0
"8H, 7D, 5H",8-top,0,0,7417,0.0
"8H, 7D, 5S",8-top,0,0,7149,0.0
"8D, 5C, 7C",8-top,0,0,7229,0.0
"8C, 5D, 7S",8-top,0,0,7280,0.0
"7D, 8D, 5C",8-top,0,0,7274,0.0
"8C, 5C, 7S",8-top,0,0,7079,0.0
"7D, 5D, 8S",8-top,0,0,7291,0.0
"5H, 7D, 8D",8-top,0,0,7239,0.0
"7D, 5S, 8D",8-top,0,0,7267,0.0
"5S, 8D, 7H",8-top,0,0,7152,0.0
"8C, 5D, 7H",8-top,0,0,7169,0.0
"8C, 5H, 7H",8-top,0,0,7309,0.0
"8C, 5S, 7H",8-top,0,0,7195,0.0
"8C, 7D, 5D",8-top,0,0,7336,0.0
"8H, 5S, 7S",8-top,0,0,7357,0.0
"8H, 5H, 7S",8-top,0,0,7273,0.0
"5H, 7D, 8S",8-top,0,0,7341,0.0
"7H, 5C, 8S",8-top,0,0,7180,0.0
"7D, 5S, 8S",8-top,0,0,7144,0.0
"8C, 5H, 7C",8-top,0,0,7209,0.0
"8H, 5C, 7S",8-top,0,0,7265,0.0
"8C, 5S, 7C",8-top,0,0,7125,0.0
"7H, 5D, 8S",8-top,0,0,7187,0.0
"5H, 8D, 7S",8-top,0,0,7351,0.0
"5S, 8D, 7S",8-top,0,0,7278,0.0
"5D, 8D, 7S",8-top,0,0,7215,0.0
"8C, 7D, 5C",8-top,0,0,7224,0.0
"8D, 5C, 7S",8-top,0,0,7185,0.0
"8H, 5D, 7H",8-top,0,0,7201,0.0
"5C, 8S, 7S",8-top,0,0,7233,0.0
"5D, 8S, 7C",8-top,0,0,7142,0.0
"5D, 8D, 7C",8-top,0,0,7202,0.0
"8H, 5D, 7S",8-top,0,0,7149,0.0
"8C, 5C, 7H",8-top,0,0,7227,0.0
"5D, 8D, 7H",8-top,0,0,7293,0.0
"8H, 5D, 7C",8-top,0,0,7182,0.0
"8H, 5S, 7C",8-top,0,0,7278,0.0
"8H, 5H, 7C",8-top,0,0,7063,0.0
"7H, 5S, 8S",8-top,0,0,7238,0.0
"5C, 8S, 7C",8-top,0,0,7243,0.0
"7H, 5H, 8S",8-top,0,0,7283,0.0
"7D, 5C, 8S",8-top,0,0,7255,0.0
"5H, 8S, 7C",8-top,0,0,7380,0.0
"5S, 8S, 7C",8-top,0,0,7285,0.0
"5H, 8D, 7C",8-top,0,0,7287,0.0
"5S, 8D, 7C",8-top,0,0,7183,0.0
"8C, 7D, 5H",8-top,0,0,7321,0.0
"8C, 7D, 5S",8-top,0,0,7309,0.0
"8C, 5S, 7S",8-top,0,0,7280,0.0
"8C, 5H, 7S",8-top,0,0,7202,0.0
"5H, 8S, 7S",8-top,0,0,6991,0.0
"5D, 8S, 7S",8-top,0,0,7295,0.0
"5H, 8D, 7H",8-top,0,0,7304,0.0
"8C, 5D, 7C",8-top,0,0,7279,0.0
"8H, 4H, 7C",8-top,0,0,7328,0.0
"8H, 7D, 4H",8-top,0,0,7191,0.0
"8H, 4C, 7C",8-top,0,0,7240,0.0
